Rank,Name,Author,Price,Description,GenreId,PictureUrl
1,The Lord of the Rings, JRR Tolkien,100,A very good book,1,https://en.wikipedia.org/wiki/Pride_%26_Prejudice_(2005_film)#/media/File:Prideandprejudiceposter.jpg
2,Pride and Prejudice, Jane Austen,100,A very good book,1,https://en.wikipedia.org/wiki/Pride_%26_Prejudice_(2005_film)#/media/File:Prideandprejudiceposter.jpg
3,His Dark Materials, Philip Pullman,100,A very good book,1,https://en.wikipedia.org/wiki/Pride_%26_Prejudice_(2005_film)#/media/File:Prideandprejudiceposter.jpg
4,The Hitchhiker's Guide to the Galaxy, Douglas Adams,100,A very good book,1,https://en.wikipedia.org/wiki/Pride_%26_Prejudice_(2005_film)#/media/File:Prideandprejudiceposter.jpg
5,Harry Potter and the Goblet of Fire, JK Rowling,100,A very good book,1,https://en.wikipedia.org/wiki/Pride_%26_Prejudice_(2005_film)#/media/File:Prideandprejudiceposter.jpg
6,To Kill a Mockingbird, Harper Lee,100,A very good book,1,https://en.wikipedia.org/wiki/Pride_%26_Prejudice_(2005_film)#/media/File:Prideandprejudiceposter.jpg
7,Winnie the Pooh, AA Milne,100,A very good book,1,https://en.wikipedia.org/wiki/Pride_%26_Prejudice_(2005_film)#/media/File:Prideandprejudiceposter.jpg
8,Nineteen Eighty-Four, George Orwell,100,A very good book,1,https://en.wikipedia.org/wiki/Pride_%26_Prejudice_(2005_film)#/media/File:Prideandprejudiceposter.jpg
9,The Lion  the Witch and the Wardrobe, CS Lewis,100,A very good book,1,https://en.wikipedia.org/wiki/Pride_%26_Prejudice_(2005_film)#/media/File:Prideandprejudiceposter.jpg
10,Jane Eyre, Charlotte Bront,100,A very good book,1,https://en.wikipedia.org/wiki/Pride_%26_Prejudice_(2005_film)#/media/File:Prideandprejudiceposter.jpg
11,Catch-22, Joseph Heller,100,A very good book,1,https://en.wikipedia.org/wiki/Pride_%26_Prejudice_(2005_film)#/media/File:Prideandprejudiceposter.jpg
12,Wuthering Heights, Emily Bront,100,A very good book,1,https://en.wikipedia.org/wiki/Pride_%26_Prejudice_(2005_film)#/media/File:Prideandprejudiceposter.jpg
13,Birdsong, Sebastian Faulks,100,A very good book,1,https://en.wikipedia.org/wiki/Pride_%26_Prejudice_(2005_film)#/media/File:Prideandprejudiceposter.jpg
14,Rebecca, Daphne du Maurier,100,A very good book,1,https://en.wikipedia.org/wiki/Pride_%26_Prejudice_(2005_film)#/media/File:Prideandprejudiceposter.jpg
15,The Catcher in the Rye, JD Salinger,100,A very good book,1,https://en.wikipedia.org/wiki/Pride_%26_Prejudice_(2005_film)#/media/File:Prideandprejudiceposter.jpg
16,The Wind in the Willows, Kenneth Grahame,100,A very good book,1,https://en.wikipedia.org/wiki/Pride_%26_Prejudice_(2005_film)#/media/File:Prideandprejudiceposter.jpg
17,Great Expectations, Charles Dickens,100,A very good book,1,https://en.wikipedia.org/wiki/Pride_%26_Prejudice_(2005_film)#/media/File:Prideandprejudiceposter.jpg
18,Little Women, Louisa May Alcott,100,A very good book,1,https://en.wikipedia.org/wiki/Pride_%26_Prejudice_(2005_film)#/media/File:Prideandprejudiceposter.jpg
19,Captain Corelli's Mandolin, Louis de Bernieres,100,A very good book,1,https://en.wikipedia.org/wiki/Pride_%26_Prejudice_(2005_film)#/media/File:Prideandprejudiceposter.jpg
20,War and Peace, Leo Tolstoy,100,A very good book,1,https://en.wikipedia.org/wiki/Pride_%26_Prejudice_(2005_film)#/media/File:Prideandprejudiceposter.jpg
21,Gone with the Wind, Margaret Mitchell,100,A very good book,1,https://en.wikipedia.org/wiki/Pride_%26_Prejudice_(2005_film)#/media/File:Prideandprejudiceposter.jpg
22,Harry Potter And The Philosopher's Stone, JK Rowling,100,A very good book,1,https://en.wikipedia.org/wiki/Pride_%26_Prejudice_(2005_film)#/media/File:Prideandprejudiceposter.jpg
23,Harry Potter And The Chamber Of Secrets, JK Rowling,100,A very good book,1,https://en.wikipedia.org/wiki/Pride_%26_Prejudice_(2005_film)#/media/File:Prideandprejudiceposter.jpg
24,Harry Potter And The Prisoner Of Azkaban, JK Rowling,100,A very good book,1,https://en.wikipedia.org/wiki/Pride_%26_Prejudice_(2005_film)#/media/File:Prideandprejudiceposter.jpg
25,The Hobbit, JRR Tolkien,100,A very good book,1,https://en.wikipedia.org/wiki/Pride_%26_Prejudice_(2005_film)#/media/File:Prideandprejudiceposter.jpg
26,Tess Of The D'Urbervilles, Thomas Hardy,100,A very good book,1,https://en.wikipedia.org/wiki/Pride_%26_Prejudice_(2005_film)#/media/File:Prideandprejudiceposter.jpg
27,Middlemarch, George Eliot,100,A very good book,1,https://en.wikipedia.org/wiki/Pride_%26_Prejudice_(2005_film)#/media/File:Prideandprejudiceposter.jpg
28,A Prayer For Owen Meany, John Irving,100,A very good book,1,https://en.wikipedia.org/wiki/Pride_%26_Prejudice_(2005_film)#/media/File:Prideandprejudiceposter.jpg
29,The Grapes Of Wrath, John Steinbeck,100,A very good book,1,https://en.wikipedia.org/wiki/Pride_%26_Prejudice_(2005_film)#/media/File:Prideandprejudiceposter.jpg
30,Alice's Adventures In Wonderland, Lewis Carroll,100,A very good book,1,https://en.wikipedia.org/wiki/Pride_%26_Prejudice_(2005_film)#/media/File:Prideandprejudiceposter.jpg
31,The Story Of Tracy Beaker, Jacqueline Wilson,100,A very good book,1,https://en.wikipedia.org/wiki/Pride_%26_Prejudice_(2005_film)#/media/File:Prideandprejudiceposter.jpg
32,One Hundred Years Of Solitude, Gabriel Garca Mrquez,100,A very good book,1,https://en.wikipedia.org/wiki/Pride_%26_Prejudice_(2005_film)#/media/File:Prideandprejudiceposter.jpg
33,The Pillars Of The Earth, Ken Follett,100,A very good book,1,https://en.wikipedia.org/wiki/Pride_%26_Prejudice_(2005_film)#/media/File:Prideandprejudiceposter.jpg
34,David Copperfield, Charles Dickens,100,A very good book,1,https://en.wikipedia.org/wiki/Pride_%26_Prejudice_(2005_film)#/media/File:Prideandprejudiceposter.jpg
35,Charlie And The Chocolate Factory, Roald Dahl,100,A very good book,1,https://en.wikipedia.org/wiki/Pride_%26_Prejudice_(2005_film)#/media/File:Prideandprejudiceposter.jpg
36,Treasure Island, Robert Louis Stevenson,100,A very good book,1,https://en.wikipedia.org/wiki/Pride_%26_Prejudice_(2005_film)#/media/File:Prideandprejudiceposter.jpg
37,A Town Like Alice, Nevil Shute,100,A very good book,1,https://en.wikipedia.org/wiki/Pride_%26_Prejudice_(2005_film)#/media/File:Prideandprejudiceposter.jpg
38,Persuasion, Jane Austen,100,A very good book,1,https://en.wikipedia.org/wiki/Pride_%26_Prejudice_(2005_film)#/media/File:Prideandprejudiceposter.jpg
39,Dune, Frank Herbert,100,A very good book,1,https://en.wikipedia.org/wiki/Pride_%26_Prejudice_(2005_film)#/media/File:Prideandprejudiceposter.jpg
40,Emma, Jane Austen,100,A very good book,1,https://en.wikipedia.org/wiki/Pride_%26_Prejudice_(2005_film)#/media/File:Prideandprejudiceposter.jpg
41,Anne Of Green Gables, LM Montgomery,100,A very good book,1,https://en.wikipedia.org/wiki/Pride_%26_Prejudice_(2005_film)#/media/File:Prideandprejudiceposter.jpg
42,Watership Down, Richard Adams,100,A very good book,1,https://en.wikipedia.org/wiki/Pride_%26_Prejudice_(2005_film)#/media/File:Prideandprejudiceposter.jpg
43,The Great Gatsby, F Scott Fitzgerald,100,A very good book,1,https://en.wikipedia.org/wiki/Pride_%26_Prejudice_(2005_film)#/media/File:Prideandprejudiceposter.jpg
44,The Count Of Monte Cristo, Alexandre Dumas,100,A very good book,1,https://en.wikipedia.org/wiki/Pride_%26_Prejudice_(2005_film)#/media/File:Prideandprejudiceposter.jpg
45,Brideshead Revisited, Evelyn Waugh,100,A very good book,1,https://en.wikipedia.org/wiki/Pride_%26_Prejudice_(2005_film)#/media/File:Prideandprejudiceposter.jpg
46,Animal Farm, George Orwell,100,A very good book,1,https://en.wikipedia.org/wiki/Pride_%26_Prejudice_(2005_film)#/media/File:Prideandprejudiceposter.jpg
47,A Christmas Carol, Charles Dickens,100,A very good book,1,https://en.wikipedia.org/wiki/Pride_%26_Prejudice_(2005_film)#/media/File:Prideandprejudiceposter.jpg
48,Far From The Madding Crowd, Thomas Hardy,100,A very good book,1,https://en.wikipedia.org/wiki/Pride_%26_Prejudice_(2005_film)#/media/File:Prideandprejudiceposter.jpg
49,Goodnight Mister Tom, Michelle Magorian,100,A very good book,1,https://en.wikipedia.org/wiki/Pride_%26_Prejudice_(2005_film)#/media/File:Prideandprejudiceposter.jpg
50,The Shell Seekers, Rosamunde Pilcher,100,A very good book,1,https://en.wikipedia.org/wiki/Pride_%26_Prejudice_(2005_film)#/media/File:Prideandprejudiceposter.jpg
51,The Secret Garden, Frances Hodgson Burnett,100,A very good book,1,https://en.wikipedia.org/wiki/Pride_%26_Prejudice_(2005_film)#/media/File:Prideandprejudiceposter.jpg
52,Of Mice And Men, John Steinbeck,100,A very good book,1,https://en.wikipedia.org/wiki/Pride_%26_Prejudice_(2005_film)#/media/File:Prideandprejudiceposter.jpg
53,The Stand, Stephen King,100,A very good book,1,https://en.wikipedia.org/wiki/Pride_%26_Prejudice_(2005_film)#/media/File:Prideandprejudiceposter.jpg
54,Anna Karenina, Leo Tolstoy,100,A very good book,1,https://en.wikipedia.org/wiki/Pride_%26_Prejudice_(2005_film)#/media/File:Prideandprejudiceposter.jpg
55,A Suitable Boy, Vikram Seth,100,A very good book,1,https://en.wikipedia.org/wiki/Pride_%26_Prejudice_(2005_film)#/media/File:Prideandprejudiceposter.jpg
56,The BFG, Roald Dahl,100,A very good book,1,https://en.wikipedia.org/wiki/Pride_%26_Prejudice_(2005_film)#/media/File:Prideandprejudiceposter.jpg
57,Swallows And Amazons, Arthur Ransome,100,A very good book,1,https://en.wikipedia.org/wiki/Pride_%26_Prejudice_(2005_film)#/media/File:Prideandprejudiceposter.jpg
58,Black Beauty, Anna Sewell,100,A very good book,1,https://en.wikipedia.org/wiki/Pride_%26_Prejudice_(2005_film)#/media/File:Prideandprejudiceposter.jpg
59,Artemis Fowl, Eoin Colfer,100,A very good book,1,https://en.wikipedia.org/wiki/Pride_%26_Prejudice_(2005_film)#/media/File:Prideandprejudiceposter.jpg
60,Crime And Punishment, Fyodor Dostoyevsky,100,A very good book,1,https://en.wikipedia.org/wiki/Pride_%26_Prejudice_(2005_film)#/media/File:Prideandprejudiceposter.jpg
61,Noughts And Crosses, Malorie Blackman,100,A very good book,1,https://en.wikipedia.org/wiki/Pride_%26_Prejudice_(2005_film)#/media/File:Prideandprejudiceposter.jpg
62,Memoirs Of A Geisha, Arthur Golden,100,A very good book,1,https://en.wikipedia.org/wiki/Pride_%26_Prejudice_(2005_film)#/media/File:Prideandprejudiceposter.jpg
63,A Tale Of Two Cities, Charles Dickens,100,A very good book,1,https://en.wikipedia.org/wiki/Pride_%26_Prejudice_(2005_film)#/media/File:Prideandprejudiceposter.jpg
64,The Thorn Birds, Colleen McCollough,100,A very good book,1,https://en.wikipedia.org/wiki/Pride_%26_Prejudice_(2005_film)#/media/File:Prideandprejudiceposter.jpg
65,Mort, Terry Pratchett,100,A very good book,1,https://en.wikipedia.org/wiki/Pride_%26_Prejudice_(2005_film)#/media/File:Prideandprejudiceposter.jpg
66,The Magic Faraway Tree, Enid Blyton,100,A very good book,1,https://en.wikipedia.org/wiki/Pride_%26_Prejudice_(2005_film)#/media/File:Prideandprejudiceposter.jpg
67,The Magus, John Fowles,100,A very good book,1,https://en.wikipedia.org/wiki/Pride_%26_Prejudice_(2005_film)#/media/File:Prideandprejudiceposter.jpg
68,Good Omens, Terry Pratchett and Neil Gaiman,100,A very good book,1,https://en.wikipedia.org/wiki/Pride_%26_Prejudice_(2005_film)#/media/File:Prideandprejudiceposter.jpg
69,Guards! Guards!, Terry Pratchett,100,A very good book,1,https://en.wikipedia.org/wiki/Pride_%26_Prejudice_(2005_film)#/media/File:Prideandprejudiceposter.jpg
70,Lord Of The Flies, William Golding,100,A very good book,1,https://en.wikipedia.org/wiki/Pride_%26_Prejudice_(2005_film)#/media/File:Prideandprejudiceposter.jpg
71,Perfume, Patrick Sskind,100,A very good book,1,https://en.wikipedia.org/wiki/Pride_%26_Prejudice_(2005_film)#/media/File:Prideandprejudiceposter.jpg
72,The Ragged Trousered Philanthropists, Robert Tressell,100,A very good book,1,https://en.wikipedia.org/wiki/Pride_%26_Prejudice_(2005_film)#/media/File:Prideandprejudiceposter.jpg
73,Night Watch, Terry Pratchett,100,A very good book,1,https://en.wikipedia.org/wiki/Pride_%26_Prejudice_(2005_film)#/media/File:Prideandprejudiceposter.jpg
74,Matilda, Roald Dahl,100,A very good book,1,https://en.wikipedia.org/wiki/Pride_%26_Prejudice_(2005_film)#/media/File:Prideandprejudiceposter.jpg
75,Bridget Jones's Diary, Helen Fielding,100,A very good book,1,https://en.wikipedia.org/wiki/Pride_%26_Prejudice_(2005_film)#/media/File:Prideandprejudiceposter.jpg
76,The Secret History, Donna Tartt,100,A very good book,1,https://en.wikipedia.org/wiki/Pride_%26_Prejudice_(2005_film)#/media/File:Prideandprejudiceposter.jpg
77,The Woman In White, Wilkie Collins,100,A very good book,1,https://en.wikipedia.org/wiki/Pride_%26_Prejudice_(2005_film)#/media/File:Prideandprejudiceposter.jpg
78,Ulysses, James Joyce,100,A very good book,1,https://en.wikipedia.org/wiki/Pride_%26_Prejudice_(2005_film)#/media/File:Prideandprejudiceposter.jpg
79,Bleak House, Charles Dickens,100,A very good book,1,https://en.wikipedia.org/wiki/Pride_%26_Prejudice_(2005_film)#/media/File:Prideandprejudiceposter.jpg
80,Double Act, Jacqueline Wilson,100,A very good book,1,https://en.wikipedia.org/wiki/Pride_%26_Prejudice_(2005_film)#/media/File:Prideandprejudiceposter.jpg
81,The Twits, Roald Dahl,100,A very good book,1,https://en.wikipedia.org/wiki/Pride_%26_Prejudice_(2005_film)#/media/File:Prideandprejudiceposter.jpg
82,I Capture The Castle, Dodie Smith,100,A very good book,1,https://en.wikipedia.org/wiki/Pride_%26_Prejudice_(2005_film)#/media/File:Prideandprejudiceposter.jpg
83,Holes, Louis Sachar,100,A very good book,1,https://en.wikipedia.org/wiki/Pride_%26_Prejudice_(2005_film)#/media/File:Prideandprejudiceposter.jpg
84,Gormenghast, Mervyn Peake,100,A very good book,1,https://en.wikipedia.org/wiki/Pride_%26_Prejudice_(2005_film)#/media/File:Prideandprejudiceposter.jpg
85,The God Of Small Things, Arundhati Roy,100,A very good book,1,https://en.wikipedia.org/wiki/Pride_%26_Prejudice_(2005_film)#/media/File:Prideandprejudiceposter.jpg
86,Vicky Angel, Jacqueline Wilson,100,A very good book,1,https://en.wikipedia.org/wiki/Pride_%26_Prejudice_(2005_film)#/media/File:Prideandprejudiceposter.jpg
87,Brave New World, Aldous Huxley,100,A very good book,1,https://en.wikipedia.org/wiki/Pride_%26_Prejudice_(2005_film)#/media/File:Prideandprejudiceposter.jpg
88,Cold Comfort Farm, Stella Gibbons,100,A very good book,1,https://en.wikipedia.org/wiki/Pride_%26_Prejudice_(2005_film)#/media/File:Prideandprejudiceposter.jpg
89,Magician, Raymond E Feist,100,A very good book,1,https://en.wikipedia.org/wiki/Pride_%26_Prejudice_(2005_film)#/media/File:Prideandprejudiceposter.jpg
90,On The Road, Jack Kerouac,100,A very good book,1,https://en.wikipedia.org/wiki/Pride_%26_Prejudice_(2005_film)#/media/File:Prideandprejudiceposter.jpg
91,The Godfather, Mario Puzo,100,A very good book,1,https://en.wikipedia.org/wiki/Pride_%26_Prejudice_(2005_film)#/media/File:Prideandprejudiceposter.jpg
92,The Clan Of The Cave Bear, Jean M Auel,100,A very good book,1,https://en.wikipedia.org/wiki/Pride_%26_Prejudice_(2005_film)#/media/File:Prideandprejudiceposter.jpg
93,The Colour Of Magic, Terry Pratchett,100,A very good book,1,https://en.wikipedia.org/wiki/Pride_%26_Prejudice_(2005_film)#/media/File:Prideandprejudiceposter.jpg
94,The Alchemist, Paulo Coelho,100,A very good book,1,https://en.wikipedia.org/wiki/Pride_%26_Prejudice_(2005_film)#/media/File:Prideandprejudiceposter.jpg
95,Katherine, Anya Seton,100,A very good book,1,https://en.wikipedia.org/wiki/Pride_%26_Prejudice_(2005_film)#/media/File:Prideandprejudiceposter.jpg
96,Kane And Abel, Jeffrey Archer,100,A very good book,1,https://en.wikipedia.org/wiki/Pride_%26_Prejudice_(2005_film)#/media/File:Prideandprejudiceposter.jpg
97,Love In The Time Of Cholera, Gabriel Garca Mrquez,100,A very good book,1,https://en.wikipedia.org/wiki/Pride_%26_Prejudice_(2005_film)#/media/File:Prideandprejudiceposter.jpg
98,Girls In Love, Jacqueline Wilson,100,A very good book,1,https://en.wikipedia.org/wiki/Pride_%26_Prejudice_(2005_film)#/media/File:Prideandprejudiceposter.jpg
99,The Princess Diaries, Meg Cabot,100,A very good book,1,https://en.wikipedia.org/wiki/Pride_%26_Prejudice_(2005_film)#/media/File:Prideandprejudiceposter.jpg
100,Midnight's Children, Salman Rushdie,100,A very good book,1,https://en.wikipedia.org/wiki/Pride_%26_Prejudice_(2005_film)#/media/File:Prideandprejudiceposter.jpg
